genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Alternative,Ari Lennox,Cold Outside,6La8IlfTLh99pn90PwDmRp,44,0.192,0.812,142707,0.542,1.03e-05,F,0.137,-5.328,Minor,0.0405,117.766,4/4,0.597
Alternative,Jhene Aiko,Newer Balance - Freestyle,1LJdXxqYLqC1hP7dqawFBS,45,0.656,0.649,65787,0.362,7.43e-05,G,0.122,-13.493,Major,0.246,149.35,4/4,0.761
Alternative,MF DOOM,THAT'S THAT,3ZWc3Bm8eUMRRJhSWKHHeV,49,0.235,0.499,135067,0.728,0.0,G#,0.686,-4.922,Minor,0.385,96.089,4/4,0.853
Alternative,Passion,Even So Come - Radio Version/Live,2yCf80rxfz3Dk7OCAnQvz1,51,0.0919,0.301,254373,0.762,0.0,G,0.0822,-3.392,Major,0.0402,161.864,3/4,0.223
Alternative,Citizen,Jet,6PwDTjmJXS2uMZDrjRZAXK,48,0.00208,0.625,223784,0.858,8.94e-05,B,0.136,-4.341,Minor,0.033,134.014,4/4,0.719
Alternative,Lucky Daye,Love You Too Much,2R7LFTDsa2MfI47KzVERrN,55,0.824,0.399,465738,0.473,1.59e-05,G#,0.117,-11.375,Minor,0.125,116.628,5/4,0.278
Alternative,Stone Sour,Bother,0AfIsqZ4gTUg9CwwW2jLeK,63,0.388,0.272,240400,0.281,2.29e-05,C#,0.158,-7.634,Major,0.0287,89.914,4/4,0.141
Alternative,Tierra Whack,MUMBO JUMBO,7IfzcGc0HEhekfooi3z3jV,47,0.802,0.927,154180,0.419,0.28,D,0.115,-5.37,Major,0.0423,120.022,4/4,0.424
Alternative,The Front Bottoms,The Feud,3ZPFoHJ5HjEd4NPUs9v6X9,39,0.00716,0.259,194821,0.971,0.0,B,0.393,-4.804,Major,0.0989,121.561,4/4,0.708
Alternative,Red Hot Chili Peppers,The Getaway,3bIQIx7hveYPQDdhjZ1kcq,61,0.0799,0.797,250387,0.642,1.19e-05,C,0.371,-8.082,Major,0.0725,113.999,4/4,0.667
Alternative,Gorillaz,Clint Eastwood,7yMiX7n9SBvadzox8T5jzT,65,0.0249,0.663,340920,0.694,0.0,A#,0.0698,-8.627,Minor,0.172,167.964,4/4,0.524
Alternative,Casting Crowns,Good Good Father - Live,7nLL5UrsXYHVWv2DnXBtud,53,0.232,0.431,379213,0.42,0.0,G#,0.188,-8.402,Major,0.0361,147.636,3/4,0.17
Alternative,Korn,Good God,5JrajjztyjvkuUB8ZqzUML,47,0.003,0.548,201960,0.904,0.024,B,0.655,-7.011,Minor,0.0992,124.75,4/4,0.585
Alternative,Chevelle,Take Out the Gunman,5I1ueVGJA6VZRkgkMyiHcP,50,0.000478,0.569,258946,0.766,0.00363,F,0.0968,-6.329,Major,0.108,84.956,4/4,0.471
Alternative,Emotional Oranges,Motion,0Z0bnTn6iu3ufyv7p1KmjH,56,0.016,0.777,236507,0.58,6.8e-05,F,0.112,-7.806,Minor,0.034,105.994,4/4,0.768
Alternative,Theory of a Deadman,Not Meant to Be,5xyACR2lzIyzFepF4qlAas,54,0.00401,0.415,215400,0.781,0.0,C#,0.126,-6.947,Major,0.0357,142.966,4/4,0.261
Alternative,The Black Keys,Walk Across The Water,5AEyKKiz6YPTLR7EDFLqMS,68,0.329,0.418,235842,0.583,0.769,A,0.238,-7.296,Major,0.0257,79.594,4/4,0.327
Alternative,Florence + The Machine,Tiny Dancer,69sJBJdGogAYV74hmB0ORK,53,0.277,0.532,361188,0.537,8.5e-06,C,0.191,-6.889,Major,0.0291,139.997,4/4,0.154
Alternative,Joy Division,Love Will Tear Us Apart - 2010 Remaster,1r8oPEXqnhUVgkUkJNqEuF,61,0.000989,0.525,204621,0.902,0.691,D,0.137,-8.662,Major,0.0368,146.83,4/4,0.907
Alternative,The Menzingers,Anna,0KyvhoX3JqGaEr4qqr7fMc,48,0.000745,0.386,209748,0.931,6.74e-05,C#,0.0733,-3.522,Major,0.0431,75.985,4/4,0.495
Alternative,Pearl Jam,Go,41MPUA0NUiorABeLHMx9ZG,49,7.31e-06,0.474,193093,0.848,0.0795,C#,0.0715,-8.201,Major,0.0572,139.978,4/4,0.441
Alternative,Gillian Welch,Annabelle,3ZtC9ZDhPJj0E043tmlOgx,45,0.896,0.575,243867,0.202,0.00528,A,0.139,-11.926,Minor,0.0317,149.509,4/4,0.284
Alternative,New Order,Bizarre Love Triangle - Live at MIF,33zKz4xcUICJ2s1hoptqkD,46,0.00279,0.505,344920,0.966,0.394,A#,0.389,-6.213,Major,0.045,124.0,4/4,0.564
Alternative,The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,6GtX0jaNL8IjVQfrDBx81z,69,5.59e-05,0.404,258467,0.72,0.836,A#,0.0466,-9.18,Minor,0.0626,121.649,4/4,0.475
Alternative,Jhene Aiko,Sativa - Recorded at Spotify Studios NYC,1OfUOufSXTjhUm5gK33uVN,49,0.959,0.571,269773,0.184,0.0,A,0.114,-14.828,Major,0.0418,105.726,4/4,0.221
Alternative,Mandisa,Bleed The Same,5c1gWcamTmYP1t3UwN6caS,51,0.0424,0.629,244360,0.69,0.0,G,0.363,-4.894,Major,0.0357,102.036,4/4,0.307
Alternative,Brent Faiyaz,No One Knows,0JwfrZk5keNp3SYhZn6Wi1,47,0.36,0.6,271246,0.619,4.31e-05,A,0.106,-9.709,Minor,0.202,103.908,4/4,0.308
Alternative,ODIE,Crescendo,3FPSa57fnk6nIGt2JiUSjo,43,0.867,0.827,255711,0.468,5.81e-06,A,0.0967,-9.009,Minor,0.0931,124.35,4/4,0.529
Alternative,The Black Keys,In Our Prime,3OpoDVx3Ct42RM68Bvffvy,51,0.077,0.279,278107,0.626,0.00394,B,0.118,-7.095,Major,0.0342,77.513,4/4,0.342
Alternative,We Are Messengers,Power,1Tli4ykzVexUn987y49vlj,47,0.087,0.644,208118,0.811,0.0,F,0.114,-4.104,Minor,0.061,91.986,4/4,0.614
Alternative,Big K.R.I.T.,Obvious (feat. Rico Love),3cTEbUCgeaismV1mGpHBRx,53,0.157,0.825,203458,0.808,7.03e-06,D,0.692,-5.673,Major,0.256,94.99,4/4,0.579
Alternative,Death Grips,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,5YnS9oWrGcwf1tgode1F7z,45,0.00187,0.317,161133,0.853,0.000702,G,0.254,-2.751,Major,0.186,103.37,4/4,0.487
Alternative,Lifehouse,Halfway Gone,7AsqUKKbPMxOFNIbRLBxHt,48,0.000449,0.543,195307,0.919,0.0,C#,0.243,-4.831,Minor,0.0415,125.022,4/4,0.498
Alternative,Future Islands,Little Dreamer,51uL9XvdRUwKbxWYIi6q6P,47,0.74,0.783,235912,0.382,0.000192,A#,0.461,-10.352,Major,0.0274,125.022,4/4,0.231
Alternative,The Score,Never Going Back,5k02Wjsu2MdpF3c9VFQD0k,56,0.0131,0.545,197680,0.616,0.0,F#,0.0523,-6.092,Minor,0.0453,159.987,4/4,0.602
Alternative,Suicidal Tendencies,Subliminal,2zeAo1ddhjm1TioD77dDSV,48,0.0181,0.467,188133,0.885,0.0,A,0.364,-8.226,Minor,0.0446,94.397,4/4,0.452
Alternative,Flight Facilities,Arty Boy,407AVrRsavOJpoXA1mehwR,45,0.308,0.851,232188,0.516,0.0,A,0.065,-4.78,Minor,0.0385,116.973,4/4,0.602
Alternative,Linkin Park,Halfway Right,1KvyBpAxgllKW7bQb0GYCR,55,0.0134,0.655,217067,0.626,0.0,F#,0.349,-7.155,Minor,0.045,134.028,4/4,0.498
Alternative,Jakob Ogawa,Sunshine Girl - Demo,5bj2XmbAU0WCGI14P4LsON,53,0.203,0.656,128985,0.594,0.261,F#,0.376,-9.463,Major,0.0517,88.38,4/4,0.697
Alternative,Earl Sweatshirt,Playing Possum (feat. Cheryl Harris & Keorapetse Kgositsile),1qqEKh4wmdcQGG1c2z8sH0,46,0.45,0.311,94987,0.735,0.0138,C#,0.688,-6.164,Major,0.246,113.484,1/4,0.443
Alternative,Alice In Chains,"Brother - Live at the Majestic Theatre, Brooklyn, NY - April 1996",1vUQ9c2G2YsZU7dYhAKMhf,48,0.557,0.405,327267,0.365,0.00048,C#,0.89,-10.927,Major,0.0307,85.781,4/4,0.076
Alternative,Jamie Grace,You Lead,3hzoWcjiz0yeYcrJQQBRIQ,40,0.00989,0.602,219960,0.821,2.17e-06,C,0.0653,-2.958,Major,0.0353,180.065,4/4,0.58
Alternative,Five Finger Death Punch,Back for More,2UPgm4O9SMP4gate9cSY3w,47,6.81e-06,0.452,202560,0.996,1.99e-06,A,0.22,-2.342,Major,0.114,152.01,4/4,0.168
Alternative,A Rocket To The Moon,Like We Used To,1fkYmLPG2Oi2AkUmcspWKl,54,0.216,0.363,203733,0.71,0.0,D,0.121,-3.08,Major,0.0308,170.113,4/4,0.383
Alternative,3 Doors Down,Here Without You,3NLrRZoMF0Lx6zTlYqeIo4,72,0.0537,0.536,238560,0.55,0.0,A#,0.134,-6.733,Minor,0.0248,144.018,4/4,0.234
Alternative,Café Tacvba,Las flores,0oakHTPj4SF7Si0NAsLwi8,60,0.186,0.615,135133,0.928,4.4e-06,A#,0.147,-4.218,Major,0.0412,156.926,4/4,0.962
Alternative,Living Legends,After Hours (Extended Euro Mix),3NsH19RsdYXc0NPmFfjyE3,42,0.0467,0.894,500013,0.814,1.03e-05,F#,0.0815,-4.114,Minor,0.14,110.004,4/4,0.292
Alternative,Gleemer,Gauze,0wBVIJrD6tvVnBIQTEQpBt,40,0.00458,0.567,297501,0.539,0.406,A#,0.109,-8.745,Major,0.0333,81.989,4/4,0.372
Alternative,Souly Had,Paradise,40ngs8vcFZpMCLEbMBGmSa,45,0.559,0.679,175653,0.505,0.00411,C#,0.0996,-7.836,Major,0.0425,109.72,4/4,0.358
Alternative,Sir Sly,&Run,0w4m3Xp4svlIoyL94Zjlyd,59,0.0213,0.759,226587,0.651,0.000165,F,0.18,-8.317,Major,0.0565,92.023,4/4,0.471
Alternative,3 Doors Down,Behind Those Eyes,4QOTzEsuoZaBxtaS32VRNz,40,0.0395,0.565,259160,0.645,0.0,G,0.262,-6.173,Major,0.0304,142.223,4/4,0.216
Alternative,Emphatic,Get Paid,1dZ3pcfZvOSLRtOJ3LkQj3,48,0.0118,0.488,177853,0.931,0.0,C#,0.24,-2.768,Minor,0.0392,93.966,4/4,0.519
Alternative,Elliott Smith,Pitseleh,1Q0sk7b7PAGjgC3R5zyuWt,52,0.883,0.447,202533,0.208,0.153,D,0.105,-18.663,Major,0.0337,105.669,3/4,0.511
Alternative,Myles Cameron,Picket Fences,2UBTZxSp7jJGGSZ5VxlZxk,42,0.713,0.442,192134,0.393,1.35e-05,D,0.0622,-10.48,Minor,0.198,160.422,4/4,0.261
Alternative,Seether,Save Today,0ZR5YmVcNtP6ZSF4Lr0FY2,47,0.052,0.48,287760,0.786,2.22e-06,E,0.111,-6.482,Major,0.035,167.975,4/4,0.18
Alternative,Florence + The Machine,Bedroom Hymns,5xJt5bwhmypiqHRVDjPGYH,43,0.102,0.533,181120,0.868,1.1e-05,E,0.405,-4.282,Minor,0.0485,106.0,4/4,0.241
Alternative,for KING & COUNTRY,God Only Knows (R3HAB Remix),7CTyBvcRHWso8oUcvyNkLt,52,0.19,0.542,155000,0.695,0.000184,B,0.515,-7.566,Minor,0.0559,144.007,4/4,0.435
Alternative,Injury Reserve,Gravy n’ Biscuits,0uqgYwT22ey4WphJav1s68,48,0.25,0.594,157733,0.733,0.0,F,0.502,-3.95,Major,0.343,93.709,4/4,0.698
Alternative,The Avett Brothers,Neapolitan Sky,1CGCzGaHvPiU7wxsUV7Dbj,45,0.188,0.702,221360,0.686,0.0,G,0.0919,-4.011,Major,0.025,112.986,4/4,0.628
Alternative,Rise Against,The Dirt Whispered,2osuq0i7ACgHUO2SmZhx2H,44,0.000224,0.337,189080,0.936,3.17e-05,C#,0.144,-3.417,Major,0.0426,104.915,4/4,0.742
Alternative,Jordan Feliz,Witness,4CSi3MOjMoBP8iSjAYMvNp,50,0.0265,0.55,216787,0.81,0.0,D,0.127,-4.77,Minor,0.0486,91.954,4/4,0.411
Alternative,Slipknot,Killpop,6AAZigYqOch79lKcrSBOv0,60,0.000311,0.306,225067,0.926,0.000644,C#,0.0776,-2.754,Minor,0.0912,158.47,4/4,0.483
Alternative,Flying Lotus,Takashi,7vRfnHlFoZ9CnNhut347AF,49,0.00298,0.49,351687,0.707,0.129,D,0.153,-6.918,Major,0.244,142.382,4/4,0.253
Alternative,Danny Brown,Ain't it Funny,7ItFoQDmQIh3MAPsxiP6Vt,51,0.0108,0.483,177025,0.841,2.71e-06,F,0.382,-5.115,Minor,0.0964,114.382,4/4,0.204
Alternative,The Goo Goo Dolls,Name,1G8jae4jD8mwkXdodqHsBM,65,0.0691,0.464,270000,0.701,0.00182,A,0.0766,-5.943,Major,0.0341,73.97,4/4,0.407
Alternative,The Black Keys,Meet Me in the City,0vblqF5R4FyCAVBasjLGdu,50,0.579,0.482,218467,0.754,0.227,A,0.11,-5.486,Major,0.0538,121.418,4/4,0.301
Alternative,Dread Mar I,Nada,144QZxwZrt0PW1ywGh731K,60,0.179,0.64,255040,0.733,0.0,F#,0.218,-6.197,Major,0.0484,88.981,4/4,0.627
Alternative,The Neighbourhood,Afraid,7brQHA2CgQpcMBiOlfiXYb,65,0.00892,0.464,251187,0.701,0.309,F#,0.335,-5.693,Minor,0.0411,83.996,4/4,0.356
Alternative,The Raconteurs,Shine the Light on Me,2LyfGpVEYxx0VEYp07l577,51,0.109,0.415,207636,0.54,0.00138,D,0.0817,-9.187,Major,0.0321,98.324,4/4,0.148
Alternative,FKA twigs,Cellophane,3VwZqgfrM3xb1usuLprkTu,62,0.884,0.463,204249,0.282,0.000158,D,0.0983,-12.075,Major,0.0424,106.952,4/4,0.244
Alternative,Gorillaz,Broken,3THFKx88trZuOFlssVLJ5G,53,0.00452,0.493,197053,0.918,0.0858,C,0.427,-4.618,Major,0.034,158.897,4/4,0.703
Alternative,Florence + The Machine,Grace,51oY1LQDglBFja1LJnqZqT,54,0.761,0.335,288773,0.251,7.99e-05,C#,0.231,-9.337,Major,0.0366,74.545,4/4,0.156
Alternative,Rage Against The Machine,Calm Like a Bomb,1hR0fIFK2qRG3f3RF70pb7,52,0.0234,0.315,298893,0.97,2.03e-06,G,0.122,-5.424,Major,0.483,149.749,4/4,0.37
Alternative,A Perfect Circle,By And Down The River,1gv7dUAsupITkccwEqkJqM,48,0.0012,0.212,304907,0.641,0.104,A,0.119,-5.453,Minor,0.036,91.569,3/4,0.049
Alternative,Collective Soul,The World I Know,4beuBXU4k3YWwVKm0PpWhv,61,0.0515,0.514,255467,0.704,0.00219,D,0.228,-4.724,Major,0.0261,76.975,4/4,0.386
Alternative,Avatar,Hail The Apocalypse,6pTtc2sEanQArBBNUSmz5d,46,7.44e-05,0.424,253680,0.991,0.00647,F#,0.223,-4.169,Major,0.0673,93.122,4/4,0.295
Alternative,Foxing,Rory,0TnCrXaJoS0SqT3IZbsBG5,43,0.666,0.544,220867,0.378,0.0281,E,0.0695,-10.118,Major,0.0338,108.973,4/4,0.167
Alternative,Matthew West,All In,3x5nSZ4AU8GmneYroBfT1p,53,0.00512,0.496,211707,0.825,0.0,G,0.357,-4.711,Major,0.0377,101.977,4/4,0.162
Alternative,Toro y Moi,Fading,4RKXPNzSNfrlgcCrksmauL,47,0.0617,0.739,197147,0.666,0.164,C#,0.0934,-8.169,Minor,0.21,122.144,4/4,0.666
Alternative,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,61,0.0102,0.705,299960,0.712,0.000855,F#,0.1,-6.156,Major,0.0385,97.512,4/4,0.62
Alternative,The Strokes,Machu Picchu,6mVD1SfTvlFAPVi7txFL5H,60,0.0133,0.695,209627,0.814,0.0984,C#,0.0601,-5.294,Major,0.066,105.011,4/4,0.882
Alternative,Kid Rock,Tennessee Mountain Top - Single Version,5jS1YDipyHQzxYRcfizhPS,45,0.115,0.586,248587,0.759,0.0,F,0.134,-4.992,Major,0.0533,138.785,4/4,0.574
Alternative,Manu Chao,Desaparecido,5Hc7O2dX51NI4YcHPuoOpw,59,0.669,0.591,227160,0.627,0.0,A,0.127,-6.903,Minor,0.0935,191.944,4/4,0.741
Alternative,Killswitch Engage,Unleashed,43p3yUycoSonKPKIjsWWo7,56,0.000158,0.531,275178,0.984,0.000788,G,0.168,-7.243,Major,0.0607,120.016,4/4,0.133
Alternative,Suicidal Tendencies,Institutionalized,7G83ZwD2msTtFaBQExc8QB,54,0.0404,0.358,229960,0.804,0.0,C,0.111,-8.534,Major,0.302,91.842,3/4,0.625
Alternative,Weezer,My Name Is Jonas,4nzyOwogJuWn1s6QuGFZ6w,57,0.000278,0.294,204293,0.923,0.00117,B,0.275,-5.198,Major,0.0468,185.929,3/4,0.576
Alternative,BANKS,Trainwreck,2kKtO2tLWLc5Twza40TUff,49,0.0203,0.601,204680,0.828,1.85e-06,C#,0.766,-5.31,Major,0.0935,149.982,4/4,0.543
Alternative,Candlebox,Pull Away,7cELVOIZ5OMcusWOZjz6At,24,0.000965,0.486,308880,0.898,0.0,D,0.296,-5.733,Major,0.0477,109.698,4/4,0.493
Alternative,Limp Bizkit,Nookie,1TEZWG1FdjzDdercCguTwj,61,0.00237,0.548,289560,0.926,0.163,B,0.712,-5.967,Major,0.0907,97.55,4/4,0.294
Alternative,Brent Faiyaz,Poison,5NijSs5dAwaIybq1GaRTIe,63,0.711,0.689,212992,0.394,0.000905,D,0.0859,-10.102,Minor,0.065,117.489,3/4,0.382
Alternative,Red Hot Chili Peppers,Otherside,64BbK9SFKH2jk86U3dGj2P,75,0.00316,0.458,255373,0.795,0.000202,C,0.0756,-3.265,Major,0.0574,123.229,4/4,0.513
Alternative,Nothing More,Do You Really Want It,48gS3f9HDsXtlMBVdwvC2Z,55,8.6e-05,0.223,233333,0.891,0.000422,G,0.107,-4.918,Major,0.133,170.6,4/4,0.558
Alternative,Ra Ra Riot,Bad To Worse,4UnkELKTWTBKeuQHiiVdsl,60,0.319,0.766,258733,0.552,1.33e-06,C,0.0573,-4.069,Major,0.0299,140.043,4/4,0.801
Alternative,LION BABE,Rockets (feat. Moe Moks),5LWKsMeXaYBoKzCHk8syQy,55,0.15,0.677,217387,0.658,0.0,G#,0.155,-5.149,Major,0.0699,134.086,4/4,0.874
Alternative,Counting Crows,Round Here,35qwJUKVy1OIt0wQ3xEXi0,58,0.165,0.537,331227,0.487,1.66e-05,G,0.0817,-9.183,Major,0.0297,94.094,4/4,0.207
Alternative,Escape the Fate,Theres No Sympathy for the Dead,0xHeg9elIvmAnw7gwSLN9j,44,0.0174,0.284,325360,0.925,0.0,C,0.121,-4.475,Minor,0.281,199.905,4/4,0.343
Alternative,The Story So Far,Stifled,6oYrlIpki1tx3bnekZLgGZ,43,0.0029,0.44,132158,0.966,0.0,C#,0.371,-3.389,Major,0.107,151.957,4/4,0.707
Alternative,Badflower,Die,7fJPaqIyEOyF9YWUltG7Rl,43,0.00182,0.632,185173,0.939,0.000918,D,0.327,-4.203,Major,0.0618,113.978,4/4,0.496
Alternative,Shinedown,PYRO,3j0AJtgJuItaUtwBocD5VQ,48,1.36e-05,0.456,230893,0.978,0.816,E,0.133,-3.461,Minor,0.101,148.06,4/4,0.226
Alternative,Pearl Jam,Sirens,1cAMXz9mnvrqyQLSG4KeeE,60,0.00259,0.53,340320,0.843,1.76e-05,D#,0.143,-5.917,Major,0.0286,155.033,4/4,0.483
Alternative,THEY.,U-RITE,2hrFH10GDq8WyAxX9yQAyN,49,0.0218,0.772,192459,0.84,0.0,D,0.288,-4.48,Major,0.103,129.928,4/4,0.613
Alternative,ABRA,Fruit,4SExof7SNMmYgTmgE8TBrE,51,0.00584,0.724,341000,0.528,0.0415,G,0.106,-12.726,Minor,0.0354,120.008,4/4,0.607
Alternative,Florence + The Machine,I'm Not Calling You A Liar,3euILOYDltKArnqpupsE1W,45,0.369,0.597,185253,0.516,0.0,G,0.261,-5.437,Major,0.0546,117.959,4/4,0.35
Alternative,Seether,Fake It,4eAwB5pnKFTmsgc3zWoYO0,71,0.00131,0.615,193893,0.949,3.04e-06,G#,0.0585,-3.52,Major,0.0549,131.985,4/4,0.586
Alternative,The Avalanches,Because I’m Me,3f3HHRPF5vAo90GwdpDMaQ,53,0.0491,0.472,252800,0.805,0.0162,G#,0.337,-5.793,Major,0.086,94.922,4/4,0.512
Alternative,Marcy Playground,Sex & Candy,5mkGfmJGFZpwK9nA5amOhv,66,0.238,0.67,173493,0.558,0.0,D,0.106,-9.159,Major,0.0251,80.511,4/4,0.63
Alternative,Injury Reserve,Jailbreak the Tesla (Feat. Aminé),7w0YG5qn9w8LYA4tHpQe0o,55,0.069,0.474,199600,0.698,0.0,G#,0.179,-5.541,Minor,0.277,102.289,3/4,0.729
Alternative,Jets To Brazil,Chinatown,7iLR3XqK3d5WbHeurAB1d8,41,0.00464,0.443,335933,0.415,0.00123,A,0.125,-8.808,Major,0.0294,122.522,4/4,0.239
Alternative,The Band Of Heathens,Hurricane,3s5NrHgyTkuinl0TgHCHeK,59,0.39,0.362,319228,0.421,0.0,G,0.0971,-8.824,Major,0.0437,64.763,4/4,0.356
Alternative,Casting Crowns,Slow Fade,3GkIRSRXThXbSfQTKcMApx,41,0.0492,0.462,277293,0.488,0.0,C#,0.121,-7.181,Major,0.026,78.015,4/4,0.133
Alternative,Sick Puppies,All The Same,3vIw7vxgUTPtppVwMfhcwo,52,0.000962,0.311,258587,0.76,0.0,C,0.104,-6.301,Major,0.0364,177.592,3/4,0.189
Alternative,Stereo Skyline,Man I Think I Love Her,5ti0Sf4WucZSIlgmp1JQ8A,42,0.0117,0.585,194700,0.927,0.0,F#,0.0889,-3.059,Major,0.0572,99.961,4/4,0.896
Alternative,The Story So Far,States and Minds,0gCh1jAhL3IwbNZccxOTCd,41,0.0012,0.499,50720,0.99,0.783,E,0.734,-3.944,Major,0.165,167.198,4/4,0.441
Alternative,GZA,4th Chamber,4qfUlchVD7WM4JhA5xio6m,52,0.032,0.557,276968,0.453,0.000854,B,0.104,-6.237,Major,0.218,179.23,4/4,0.0393
Alternative,Chris Tomlin,Our God,40lKptao1hxVqA7fd1OOGp,60,0.00998,0.509,285160,0.778,0.0,B,0.19,-3.608,Major,0.0295,105.066,4/4,0.216
Alternative,Tantric,Down And Out,6xR41nXtGrZ8d5PuMq4MyN,49,0.196,0.562,219693,0.862,0.0,C#,0.0962,-4.928,Minor,0.0439,86.998,4/4,0.692
Alternative,Nine Inch Nails,The Wretched,75Ds4Zq9dfMgS0BypKrQNN,43,0.00849,0.626,325250,0.741,0.203,C,0.102,-7.316,Major,0.0396,140.007,4/4,0.53
Alternative,Three Days Grace,Gone Forever,2Xe2YAxNPqWCNpZ8RagBdO,57,0.0175,0.409,221093,0.761,0.0,D,0.114,-4.514,Major,0.031,155.901,4/4,0.271
Alternative,Solange,Where Do We Go,08MbvwVOZdMNESjkoVdXxE,45,0.0263,0.85,264373,0.351,0.0037,A#,0.0748,-5.536,Major,0.0517,138.045,4/4,0.412
Alternative,Sick Puppies,Here With You,3rFVV0U7Ch6lzVB4inat9E,42,0.000272,0.473,213360,0.756,0.0,B,0.12,-4.858,Minor,0.0474,75.978,4/4,0.54
Alternative,BRIDGE,Lord Knows,02FqhZkG84NWqnNGUZzSmu,45,0.0928,0.465,247182,0.672,0.0,A,0.253,-3.87,Minor,0.0325,161.908,3/4,0.409
Alternative,grandson,Bills,5G1lwu6P8F6ZhTk3mPLjtz,51,0.00383,0.591,162447,0.855,0.0,A,0.277,-4.602,Major,0.0681,104.959,4/4,0.619
Alternative,J Dilla,Yesterday,0Vg1lQpk2IHk2JU8UfAa5d,51,0.701,0.599,71427,0.396,0.82,F,0.11,-8.519,Minor,0.138,104.068,3/4,0.691
Alternative,Bad Wolves,Toast To The Ghost,66UTHVpVfB9t7dCaBOB0Mw,43,2.66e-05,0.493,330416,0.959,0.11,C,0.0723,-4.611,Major,0.0655,104.985,4/4,0.0763
Alternative,Nothing But Thieves,Broken Machine,1lpxUd0kkSbVbYoUS7hLJJ,51,0.0568,0.653,234667,0.665,1.47e-06,F,0.13,-6.353,Minor,0.0542,172.042,4/4,0.783
Alternative,Blur,Song 2 - 2012 Remaster,1FTSo4v6BOZH9QxKc3MbVM,72,0.00178,0.674,121160,0.789,0.0071,G#,0.0754,-6.903,Major,0.0676,129.804,4/4,0.918
Alternative,Mom Jeans.,Scott Pilgrim V. My Gpa,0hBMssKd1e2FLXM46XaXJb,49,0.0721,0.296,239598,0.494,0.0507,F#,0.108,-10.49,Major,0.037,163.669,3/4,0.175
Alternative,"Royce Da 5'9""",Dumb (feat. Boogie),6hJBInfN9aMZ22wMYQFZm0,46,0.158,0.655,186978,0.823,0.0,C#,0.289,-3.855,Major,0.417,172.176,4/4,0.462
Alternative,Foo Fighters,Bridge Burning,0bHD1nLe7Nhw55ZGJ92332,55,2.86e-05,0.42,286467,0.914,0.0282,F#,0.22,-4.322,Minor,0.0431,170.199,4/4,0.301
Alternative,Supergrass,Alright,5xC8uOesnn0udeXAYlAnoY,69,0.000479,0.467,180880,0.958,0.199,E,0.299,-4.808,Minor,0.0775,145.92,4/4,0.701
Alternative,Lewis Del Mar,Such Small Scenes,1PBp3M4Dh1TO0D6kgL8GqA,50,0.107,0.598,138173,0.841,8.22e-05,F,0.154,-6.652,Minor,0.0563,116.077,4/4,0.367
Alternative,Marilyn Manson,Rock Is Dead,4ukiv6Rp5N4tQZSBT9JRLo,52,9.42e-06,0.515,189760,0.91,0.117,D,0.326,-6.479,Major,0.0381,101.177,3/4,0.402
Alternative,Shinedown,Asking For It,3Tp7y0bLogDQsIO5tTTOH4,58,0.00273,0.449,210707,0.971,0.0,A#,0.141,-3.66,Major,0.0476,144.031,4/4,0.414
Alternative,Empire of the Sun,Half Mast,2o8pFe93xgZaQ4Hw7mSX9t,45,0.00423,0.771,234360,0.738,0.00419,C,0.501,-4.88,Major,0.0303,126.983,4/4,0.761
Alternative,Chevelle,Sleep Apnea,2CPlXiQmnvuinubDFgAeTU,43,5.62e-06,0.505,231600,0.965,0.000414,F#,0.0594,-2.848,Major,0.0434,103.832,4/4,0.349
Alternative,Frank Ocean,White Ferrari,2LMkwUfqC6S6s6qDVlEuzV,66,0.784,0.444,248808,0.0924,0.0,C,0.304,-15.605,Major,0.0366,108.917,4/4,0.219
Alternative,Majid Jordan,What You Do to Me,7DG6lGfy2W2bMstHlXTMSu,47,0.0329,0.728,216280,0.337,0.0,D,0.0552,-12.363,Minor,0.169,101.726,4/4,0.21
Alternative,Air,Playground Love (with Gordon Tracks),4mJ2jiw5WZgT1PIAEc7P5P,55,0.249,0.353,212693,0.422,0.852,G,0.301,-10.538,Minor,0.0277,142.912,4/4,0.135
Alternative,Broken Social Scene,Anthems For A Seventeen Year-Old Girl,0VXp4zDspR993l2hIKW17g,54,0.214,0.483,275693,0.446,0.0159,E,0.132,-9.417,Major,0.0359,80.093,4/4,0.403
Alternative,anders,December (feat. Luca),4QbraaiC4oHW1qmWy7M3AI,54,0.319,0.735,182264,0.329,1.26e-05,A,0.111,-12.309,Minor,0.0359,91.004,4/4,0.335
Alternative,Hot Chip,The Warning,5RrWu7ddslbnrRImeW7LOs,54,0.0941,0.728,291600,0.612,0.188,G,0.399,-10.106,Major,0.0499,130.016,4/4,0.437
Alternative,The Front Bottoms,Wolfman,7tdST7mgYs1muHIG2PIdOy,41,0.000363,0.448,201853,0.942,0.000129,D,0.152,-5.392,Minor,0.0789,156.012,4/4,0.584
